,feature,IncNodePurity1,IncNodePurity2,IncNodePurity3,Gain,Gain1,Gain2,Gain3,High1(7),High2(6),Low1(5-50),Low2(6-100),RF_High,GB_High,RF_Low,GB_Low
186,trend.adidasXcolor_freq,1435.99201,1038.472475,1088.126386,0.001318776,0.001200362,0.001330371,0.00128832,1,1,0,0,1,1,0,0
187,trend.asicsXsize1_freq,1389.313482,1038.187024,1424.807182,0.002344084,0.0027085,0.002536475,0.002187017,1,1,0,0,1,1,0,0
188,trend.ConverseXsize1_freq,1534.619815,1036.386362,1039.638717,0.002030073,0.001895496,0.001952368,0.001940466,1,1,0,0,1,1,0,0
189,trend.PUMAXsize3_freq,927.2972742,1036.145684,897.959629,0.000595812,0.000618472,0.000693611,0.00070353,0,0,0,0,0,0,0,0
190,trend.KangaROOSXsize1_freq,1415.308866,1035.459225,1139.657349,0.001707576,0.001497881,0.001682312,0.001761529,1,1,0,0,1,1,0,0
191,trend.couponXsize3_freq,1430.951209,1031.806394,870.6203191,0.000672284,0.000691763,0.000773087,0.000640492,0,0,0,0,1,0,0,0
192,trend.11teamsporting43Xsize1_freq,1157.760405,1031.014274,902.3020311,0.002225218,0.001938098,0.001956765,0.001786755,0,1,0,0,0,1,0,0
193,brand.NBA.teamXsubCategory_freq,1569.645457,1028.583671,1071.318134,0.000389136,0.000347483,0.000340331,0.000393096,0,0,0,0,1,0,0,0
194,trend.JordanXsize1_freq,1429.960169,1022.574181,1031.539575,0.002063865,0.002147535,0.002106241,0.002110425,1,1,0,0,1,1,0,0
195,trend.ConverseXbrand.group_freq,815.6529551,1022.204215,786.5437125,8.66E-05,0.000143351,0.000127596,0.000121836,0,0,0,0,0,0,0,0
196,categoryXsize1_freq,1200.753323,1019.665247,925.3327015,0.000368937,0.000365669,0.000429736,0.000455597,0,0,0,0,0,0,0,0
197,trend.NikeXsize2_freq,1356.175025,1018.428835,1151.097305,0.001206012,0.001214639,0.001179447,0.001268802,1,1,0,0,1,1,0,0
198,color.coldorwarmXsize1_freq,1143.182538,1015.186607,891.5014262,0.001850095,0.001878486,0.001807623,0.001779555,0,1,0,0,0,1,0,0
199,brandXsize1_freq,1349.006048,1013.963108,918.0884785,0.002564194,0.001901648,0.001631685,0.001541228,0,1,0,0,1,1,0,0
200,trend.PUMAXbrand.nation_freq,949.9837216,1013.376516,752.8493505,0.000417233,0.000622025,0.000681306,0.000435753,0,0,0,0,0,0,0,0
201,trend.couponXsize1_freq,1381.553052,1012.467857,1132.673597,0.001930818,0.002053748,0.002131539,0.002145237,0,1,0,0,1,1,0,0
202,trend.11teamsporting43Xsize3_freq,1287.006946,1012.30342,790.5656368,0.000560724,0.000575502,0.000792882,0.000662913,0,0,0,0,0,0,0,0
203,trend.bontonXsize4_freq,1454.933678,999.4404673,1224.147012,0.001371511,0.001283898,0.001531734,0.001267806,0,1,0,0,1,1,0,0
204,trend.bontonXcolor.coldorwarm_freq,917.3958985,998.8544857,871.6724569,0.000940122,0.000984927,0.001026705,0.001231682,0,0,0,0,0,0,0,0
205,brand.nationXsize1_freq,1242.216715,998.0287312,859.6625001,0.000525661,0.000585516,0.000501413,0.000486863,0,0,0,0,0,0,0,0
206,trend.KangaROOSXsize2_freq,1020.350215,994.0743654,853.5038383,0.001004349,0.000982307,0.00104358,0.001092258,0,0,0,0,0,1,0,0
207,brand.popularityXsize1_freq,986.0450137,992.84648,1065.829628,0.000171955,0.000142493,0.000273917,0.000202286,0,0,0,0,0,0,0,0
208,trend.amazonXsize2_freq,1253.429045,987.4123091,1033.304776,0.001549294,0.001816267,0.001997808,0.001700904,0,1,0,0,1,1,0,0
209,trend.amazonXbrand.popularity_freq,875.395939,986.8926525,768.5968017,9.25E-05,8.13E-05,0.000130201,9.56E-05,0,0,0,0,0,0,0,0
210,trend.adidasXsize2_freq,1020.592838,985.321843,879.8370418,0.001212094,0.001192951,0.001224855,0.001135567,0,0,0,0,0,1,0,0
211,trend.KangaROOSXcategory_freq,932.7898214,984.4028913,865.1919431,0.000660153,0.000800052,0.00058685,0.000651942,0,0,0,0,0,0,0,0
212,colorXcategory_freq,1075.209114,982.6810285,782.6240643,0.000764765,0.000879868,0.000876229,0.000836627,0,0,0,0,0,0,0,0
213,trend.couponXsize4_freq,1233.224107,980.0532174,1064.160231,0.001371428,0.001673749,0.001604034,0.001734928,0,1,0,0,1,1,0,0
214,trend.JordanXbrand_freq,885.0765343,976.0675741,768.9252527,0.000792522,0.000815748,0.000951142,0.000854586,0,0,0,0,0,0,0,0
215,trend.ConverseXsize4_freq,1402.017385,975.8170096,935.9314762,0.001316295,0.001349579,0.001354686,0.001538858,0,0,0,0,0,1,0,0
216,colorXbrand_freq,863.7617737,969.885775,972.560764,0.001906945,0.001776937,0.001625594,0.001858312,0,0,0,0,0,1,0,0
217,trend.amazonXsize3_freq,1032.137466,968.5376993,811.667946,0.00062606,0.000762511,0.000775245,0.000705007,0,0,0,0,0,0,0,0
218,size1Xrelmonthweek_freq,965.7916153,967.5467536,783.8128442,0.00011356,0.000120753,0.000114793,9.15E-05,0,0,0,0,0,0,0,0
219,brand.topXsubCategory_freq,1179.483953,963.6489445,1175.006117,0.000129671,0.00014361,0.000162955,0.000143493,0,0,0,0,0,0,0,0
220,trend.PUMAXcategory_freq,1084.842744,962.6339536,832.5403332,0.000848032,0.000797648,0.000669229,0.000836099,0,0,0,0,0,0,0,0
221,trend.JordanXsize4_freq,1403.702802,957.9917409,964.9665122,0.001729768,0.001870109,0.001715871,0.001674102,0,0,0,0,0,1,0,0
222,trend.bontonXbrand.nation_freq,1264.039022,946.8964219,1027.296973,0.000570517,0.000599362,0.000716501,0.000704274,0,0,0,0,1,0,0,0
223,trend.ConverseXbrand_freq,891.4080235,936.6044395,726.1097196,0.000727037,0.000837133,0.000938441,0.000817273,0,0,0,0,0,0,0,0
224,trend.PUMAXcolor.rich_freq,1112.132137,936.2336455,672.9194011,0.000243453,0.000290868,0.000247627,0.000340809,0,0,0,0,0,0,0,0
225,color.richXsize1_freq,874.7824082,935.4178463,855.3735301,0.00054136,0.000400662,0.000593278,0.000396519,0,0,0,0,0,0,0,0
226,trend.ReebokXsize2_freq,999.0345047,933.6023,1093.491827,0.000998718,0.001178977,0.001153008,0.001245202,0,0,0,0,0,1,0,0
227,trend.ConverseXsize3_freq,1250.864476,932.904802,818.9459576,0.000544391,0.000660828,0.000579273,0.000717682,0,0,0,0,0,0,0,0
228,trend.couponXsize2_freq,1150.102938,925.6815594,964.9698997,0.001520444,0.001525207,0.001525438,0.00129221,0,0,0,0,0,1,0,0
229,trend.KangaROOSXcolor.coldorwarm_freq,1041.686659,924.212388,869.6824945,0.000976509,0.001231577,0.000870559,0.000791598,0,0,0,0,0,0,0,0
230,trend.Under.ArmourXcategory_freq,940.7570778,924.0048855,884.8853051,0.000728416,0.000807435,0.000740349,0.000770534,0,0,0,0,0,0,0,0
231,trend.Under.ArmourXbrand.popularity_freq,1003.212721,923.1260244,739.928414,0.000109613,0.000151376,0.000139966,0.000101979,0,0,0,0,0,0,0,0
232,brand.NBA.teamXsize1_freq,704.072874,921.6334873,978.3146196,0.000296701,0.000525978,0.000330831,0.00035531,0,0,0,0,0,0,0,0
233,trend.Under.ArmourXsize4_freq,1833.243286,921.0519988,981.001658,0.001386721,0.001552367,0.001537744,0.001457314,0,1,0,0,1,1,0,0
234,trend.couponXbrand.group_freq,871.5541024,920.7444138,879.4651159,0.000110554,0.000142802,8.99E-05,9.30E-05,0,0,0,0,0,0,0,0
235,trend.JakoXcolor.coldorwarm_freq,936.0985317,918.1954267,796.6094496,0.001217277,0.001185242,0.001239357,0.001329328,0,0,0,0,0,1,0,0
236,trend.ConverseXmainCategory_freq,924.6916862,914.951957,778.2229562,0.000457418,0.000463294,0.000566328,0.000479807,0,0,0,0,0,0,0,0
237,trend.PUMAXbrand.group_freq,967.0264218,913.5868086,926.0916379,5.06E-05,8.96E-05,6.54E-05,0.000114073,0,0,0,0,0,0,0,0
238,trend.JakoXmainCategory_freq,947.6277985,913.492941,741.4396347,0.000724203,0.000989064,0.000798607,0.000845525,0,0,0,0,0,0,0,0
239,trend.couponXcolor.coldorwarm_freq,1056.624869,912.3381552,874.714074,0.001655289,0.001273801,0.001118809,0.002255181,0,0,0,0,0,1,0,0
240,trend.JordanXcategory_freq,1218.137817,910.5139788,910.2360858,0.000913651,0.000942832,0.00106551,0.001074545,0,0,0,0,0,0,0,0
241,trend.JordanXsize3_freq,1107.01859,905.9313332,929.5156924,0.000556725,0.000757654,0.000759244,0.000695361,0,0,0,0,0,0,0,0
242,size1Xrelweekday_freq,888.522804,904.7447049,740.1994264,0.00041155,0.000346267,0.000368942,0.000450855,0,0,0,0,0,0,0,0
243,trend.asicsXmainCategory_freq,1022.392183,903.5261622,731.6788774,0.000761266,0.000899989,0.000714713,0.000922011,0,0,0,0,0,0,0,0
244,trend.amazonXbrand.group_freq,871.5748995,902.2753569,963.5070665,0.000162106,0.000110958,0.000183963,0.000129799,0,0,0,0,0,0,0,0
245,colorXsize3_freq,1405.324614,902.150095,888.7497698,0.000798508,0.000729788,0.000807419,0.000726721,0,0,0,0,0,0,0,0
246,trend.bontonXsize2_freq,1154.094157,899.9436248,1047.011679,0.001296866,0.001298316,0.001283769,0.001262639,0,0,0,0,0,1,0,0
247,trend.JakoXsize3_freq,932.413157,897.7875995,861.0842359,0.000638077,0.00061669,0.000608396,0.000893014,0,0,0,0,0,0,0,0
248,trend.bontonXsize3_freq,1178.078597,897.4217044,979.2944811,0.000553628,0.000566946,0.000669376,0.000825319,0,0,0,0,0,0,0,0
249,trend.KangaROOSXsize3_freq,996.3671796,895.5470933,1070.960142,0.000555235,0.000498773,0.000512325,0.000717776,0,0,0,0,0,0,0,0
250,trend.bontonXsize.body_freq,856.2459001,893.2218048,717.1171522,0.000931199,0.000889286,0.00106973,0.001142479,0,0,0,0,0,0,0,0
251,trend.11teamsporting43Xcolor.coldorwarm_freq,1067.244754,890.7756553,960.2487688,0.00135727,0.001481264,0.001687402,0.001364193,0,0,0,0,0,1,0,0
252,trend.PUMAXcolor.coldorwarm_freq,1896.287699,890.2950788,963.0976044,0.000985283,0.000869271,0.001169604,0.000995123,0,0,0,0,0,0,0,0
253,trend.Under.ArmourXsize1_freq,1185.721216,889.0088777,1121.930914,0.001646671,0.001657883,0.001868931,0.001804691,0,0,0,0,0,1,0,0
254,trend.Under.ArmourXsize3_freq,1015.080131,888.9134352,967.5342852,0.000572569,0.000640419,0.000683981,0.000596781,0,0,0,0,0,0,0,0
255,trend.NikeXsize3_freq,1262.608175,888.5749108,957.1849627,0.000453903,0.000742074,0.000622282,0.0005503,0,0,0,0,0,0,0,0
256,trend.JordanXsize2_freq,1068.42766,888.1136409,1054.89446,0.001485872,0.001465176,0.001524519,0.001696252,0,0,0,0,0,1,0,0
257,trend.adidasXsize3_freq,1182.798053,883.9319229,945.5421324,0.000498045,0.00061132,0.000567939,0.000587764,0,0,0,0,0,0,0,0
258,trend.couponXbrand.popularity_freq,925.4748984,879.1885558,736.5520986,0.000122725,0.000172278,0.000101652,0.000168456,0,0,0,0,0,0,0,0
259,trend.PUMAXbrand_freq,815.0797102,876.7318721,816.5738839,0.000635336,0.00072794,0.000836668,0.000694787,0,0,0,0,0,0,0,0
260,trend.UhlsportXsubCategory_freq,1115.260025,876.3289843,888.1351561,0.001117716,0.000874461,0.001031415,0.001294518,0,0,0,0,0,1,0,0
261,trend.amazonXcolor.coldorwarm_freq,1375.577152,875.105173,840.4912237,0.001262838,0.001342954,0.001035399,0.001272211,0,0,0,0,0,1,0,0
262,trend.JakoXsize2_freq,1300.571855,874.0299946,915.5356724,0.001233914,0.001387035,0.001410544,0.001376164,0,0,0,0,0,1,0,0
263,trend.11teamsporting43Xcategory_freq,716.3771176,873.4442188,746.9371764,0.000728199,0.000911638,0.001459849,0.000866159,0,0,0,0,0,0,0,0
264,trend.ReebokXsize4_freq,1183.573275,873.1901188,1078.476336,0.001117494,0.001231371,0.001455723,0.001477725,0,0,0,0,0,1,0,0
265,trend.PUMAXbrand.popularity_freq,1044.55563,871.3754137,888.486344,0.000101657,7.07E-05,9.60E-05,8.08E-05,0,0,0,0,0,0,0,0
266,trend.NikeXbrand.nation_freq,926.4166148,869.1817786,803.363727,0.000404487,0.000377745,0.00042552,0.000471578,0,0,0,0,0,0,0,0
267,trend.adidasXcategory_freq,945.5380819,869.1255897,800.2170663,0.000662368,0.000540692,0.000687416,0.000724491,0,0,0,0,0,0,0,0
268,trend.KangaROOSXbrand.NBA.player_freq,748.8110507,867.450395,641.4596429,1.05E-06,5.04E-06,2.31E-06,3.81E-06,0,0,0,0,0,0,0,0
269,trend.JordanXcolor.coldorwarm_freq,778.2279766,867.4378471,823.2587815,0.000976988,0.001397204,0.001112042,0.000949806,0,0,0,0,0,0,0,0
270,trend.ConverseXcategory_freq,842.6024107,867.1626727,824.3755417,0.000623183,0.000775794,0.000659775,0.000811825,0,0,0,0,0,0,0,0
271,categoryXsize4_freq,1184.796334,867.0576446,776.5342733,0.000454578,0.000595409,0.000474322,0.000454625,0,0,0,0,0,0,0,0
272,trend.asicsXbrand.popularity_freq,891.9116428,866.6335319,851.8643428,0.00020607,0.00020436,0.000129524,0.000199795,0,0,0,0,0,0,0,0
273,trend.asicsXbrand_freq,913.2310958,866.4899538,914.987069,0.00091349,0.000897854,0.000907186,0.001018611,0,0,0,0,0,0,0,0
274,colorXbrand.Football.player_freq,791.9764136,858.8836625,632.3387757,0.000263359,0.000268664,0.000256996,0.000238744,0,0,0,0,0,0,0,0
275,trend.asicsXcolor.rich_freq,815.6364119,855.8864623,690.4593659,0.000439594,0.000558189,0.000507273,0.000456595,0,0,0,0,0,0,0,0
276,trend.JakoXcategory_freq,1112.579351,854.9287385,774.8489735,0.001033282,0.001119672,0.000892702,0.000929837,0,0,0,0,0,0,0,0
277,trend.JakoXbrand.group_freq,1008.805943,852.7323036,799.8061591,8.69E-05,9.61E-05,7.23E-05,0.000103859,0,0,0,0,0,0,0,0
278,trend.NikeXcategory_freq,1033.11906,852.6977736,854.3165043,0.000612297,0.000745938,0.000893298,0.000900004,0,0,0,0,0,0,0,0
279,trend.Under.ArmourXbrand.group_freq,1316.328305,851.2173657,879.3511995,6.27E-05,0.000174606,0.000111524,0.000113037,0,0,0,0,0,0,0,0
280,trend.bontonXmainCategory_freq,907.5025939,846.9035252,959.6148593,0.000401961,0.000474385,0.000510432,0.000490719,0,0,0,0,0,0,0,0
281,trend.ReebokXbrand_freq,830.7222257,846.6098468,663.4254458,0.000526886,0.000609413,0.000703719,0.000555761,0,0,0,0,0,0,0,0
282,trend.bontonXbrand_freq,951.6563734,845.9794357,829.9670817,0.000899681,0.000986416,0.000969615,0.001127645,0,0,0,0,0,0,0,0
283,trend.Under.ArmourXcolor.coldorwarm_freq,974.3311671,845.419764,808.1487086,0.000826756,0.001016754,0.001020929,0.000918259,0,0,0,0,0,0,0,0
284,trend.amazonXcategory_freq,940.5322974,844.3904156,1051.741122,0.001064779,0.001003656,0.001244481,0.001162015,0,0,0,0,0,1,0,0
285,trend.KangaROOSXsize.body_freq,883.5191688,843.2981592,787.9963728,0.000692369,0.000892922,0.000765116,0.000818801,0,0,0,0,0,0,0,0
286,trend.KangaROOSXbrand.Football.player_freq,662.5788286,843.1878474,771.3792504,0.000114978,9.09E-05,0.000101483,0.000188263,0,0,0,0,0,0,0,0
287,date.day,1215.154169,842.5993793,1188.356805,NA,NA,NA,NA,0,0,1,1,1,0,0,1
288,trend.adidasXcolor.coldorwarm_freq,961.5004485,841.5802456,692.2067621,0.000762099,0.000807802,0.000914656,0.001010045,0,0,0,0,0,0,0,0
289,trend.couponXbrand.nation_freq,928.7384337,841.4809075,706.3221047,0.000525798,0.000658085,0.000687245,0.000646159,0,0,0,0,0,0,0,0
290,trend.bontonXrelweekday_freq,810.8831784,840.9930468,800.8490942,7.71E-05,7.51E-05,7.55E-05,0.000151717,0,0,0,0,0,0,0,0
291,trend.11teamsporting43XmainCategory_freq,1042.935619,839.1879339,791.1554726,0.000732016,0.000712648,0.000588047,0.000784913,0,0,0,0,0,0,0,0
292,trend.bontonXbrand.group_freq,1417.820901,837.7703351,887.1815387,8.34E-05,0.000135373,0.000119684,0.000173943,0,0,0,0,0,0,0,0
293,brand.groupXsize1_freq,872.6458653,836.6243317,725.4905719,0.000123271,0.000176541,0.000156696,0.00015622,0,0,0,0,0,0,0,0
294,trend.PUMAXsize.body_freq,971.507405,835.0635186,804.872642,0.000685272,0.000844656,0.000673922,0.000820919,0,0,0,0,0,0,0,0
295,trend.ConverseXbrand.popularity_freq,962.1041153,833.509293,731.9488425,0.000120946,0.000138889,0.000169957,0.000182883,0,0,0,0,0,0,0,0
296,trend.adidasXsize4_freq,1161.742572,827.821836,1063.771265,0.001167737,0.001322565,0.001472554,0.001378334,0,0,0,0,0,1,0,0
297,trend.KangaROOSXbrand.group_freq,942.2255096,827.3520785,764.8580302,8.31E-05,0.000136925,0.000109331,0.000122324,0,0,0,0,0,0,0,0
298,trend.UhlsportXpid.cut_freq,836.4815276,825.0604864,843.6575321,0.001176351,0.001131813,0.001306807,0.001100042,0,0,0,0,0,1,0,0
299,trend.ReebokXcolor.coldorwarm_freq,701.3788857,825.0338643,808.4647068,0.000652096,0.000645663,0.000775407,0.000945121,0,0,0,0,0,0,0,0
300,trend.NikeXcolor.coldorwarm_freq,903.1253199,824.3190691,836.2996923,0.000580174,0.000603322,0.000754683,0.000728961,0,0,0,0,0,0,0,0
301,trend.ConverseXcolor.coldorwarm_freq,832.8111659,823.8949358,833.7543456,0.001008005,0.001186092,0.001013103,0.001354226,0,0,0,0,0,1,0,0
302,trend.NikeXrelmonthweek_freq,754.4917711,823.5751476,621.2873315,5.68E-05,6.21E-05,5.52E-05,5.59E-05,0,0,0,0,0,0,0,0
303,trend.Under.ArmourXNewRelease_freq,791.7191706,818.5470151,703.2680343,9.19E-05,0.000118754,0.000121191,0.000134871,0,0,0,0,0,0,0,0
304,trend.JakoXbrand.nation_freq,1162.161076,817.6276494,787.3605452,0.000615057,0.000627833,0.000720409,0.000912077,0,0,0,0,0,0,0,0
305,brand.nationXsize4_freq,849.1472547,815.8581436,958.480828,0.000807643,0.000798676,0.000857503,0.000649531,0,0,0,0,0,0,0,0
306,trend.KangaROOSXmainCategory_freq,796.0767085,815.8052079,858.9844612,0.000447189,0.000501382,0.000651317,0.000601017,0,0,0,0,0,0,0,0
307,trend.asicsXbrand.group_freq,1052.903507,812.9993704,756.4685897,9.29E-05,9.18E-05,0.000100107,0.000100966,0,0,0,0,0,0,0,0
308,trend.asicsXsize.body_freq,1181.32907,811.1519105,738.4069171,0.00090416,0.001069508,0.001063464,0.001179206,0,0,0,0,0,1,0,0
309,trend.JakoXbrand.popularity_freq,1134.102578,809.867185,840.5114434,0.000157774,0.000276588,0.000188382,0.000153593,0,0,0,0,0,0,0,0
310,trend.11teamsporting43Xbrand.popularity_freq,669.0213826,807.0278324,669.466944,0.000201365,0.000206118,0.000203291,0.000161729,0,0,0,0,0,0,0,0
311,trend.amazonXmainCategory_freq,917.0619328,806.3460734,951.9798664,0.000522802,0.000513996,0.000689373,0.000525422,0,0,0,0,0,0,0,0
312,trend.11teamsporting43Xcolor.rich_freq,826.7573293,806.2248373,669.9429912,0.000319644,0.000306246,0.000296013,0.000276035,0,0,0,0,0,0,0,0
313,trend.JordanXsize.body_freq,998.0716873,804.0906592,676.2255152,0.000733834,0.001018449,0.000929659,0.000894018,0,0,0,0,0,0,0,0
314,size2Xrelweekday_freq,765.5649447,802.8221761,699.2224688,0.000193048,0.000196865,0.000149512,0.000188738,0,0,0,0,0,0,0,0
315,trend.asicsXcolor.coldorwarm_freq,1141.024381,802.1536676,843.0278799,0.001325533,0.001733627,0.001815943,0.001407826,0,0,0,0,0,1,0,0
316,trend.KangaROOSXbrand.Football.team_freq,649.8370744,800.6752134,674.7869676,2.26E-05,3.53E-05,3.18E-05,3.04E-05,0,0,0,0,0,0,0,0
317,brand.popularityXsize4_freq,1216.551622,799.4895938,669.3425322,0.000190699,0.000171489,0.000244076,0.000228025,0,0,0,0,0,0,0,0
318,colorXrelweekday_freq,1019.129493,796.8519229,736.9262267,0.000334984,0.000454525,0.000407514,0.000412127,0,0,0,0,0,0,0,0
319,trend.asicsXbrand.nation_freq,986.6939464,796.819655,742.3715318,0.000872098,0.00084543,0.000959707,0.001064263,0,0,0,0,0,0,0,0
320,trend.Under.ArmourXbrand_freq,1069.111055,796.5627442,769.2883,0.000532145,0.000694033,0.000662736,0.000631985,0,0,0,0,0,0,0,0
321,trend.Under.ArmourXsize2_freq,1040.845875,795.937687,1197.320876,0.001051677,0.001022587,0.001275594,0.001162018,0,0,0,0,0,1,0,0
322,trend.Under.ArmourXrelweekday_freq,823.1118332,795.7681334,739.4087158,3.91E-05,4.28E-05,7.47E-05,6.09E-05,0,0,0,0,0,0,0,0
323,subCategory14,1509.566086,794.1240163,531.3720984,0.000872461,0.000693109,0.000783678,0.000866653,0,0,0,0,0,0,0,0
324,trend.bontonXcolor.rich_freq,915.5635988,792.1462731,851.4459854,0.00026869,0.000391806,0.00026226,0.000389198,0,0,0,0,0,0,0,0
325,trend.KangaROOSXsize.child.cloth_freq,659.7984697,791.6199713,740.0868444,0.000467889,0.000335244,0.000324579,0.000470918,0,0,0,0,0,0,0,0
326,trend.ReebokXsize.body_freq,811.6205949,791.0497301,802.0750621,0.000623759,0.000684327,0.000599003,0.000699695,0,0,0,0,0,0,0,0
327,trend.JordanXbrand.group_freq,915.5529839,790.8190503,764.459951,8.69E-05,4.67E-05,7.07E-05,0.000111543,0,0,0,0,0,0,0,0
328,trend.Under.ArmourXbrand.nation_freq,913.5520437,788.7620227,786.9420479,0.000471554,0.000666979,0.000464266,0.000564844,0,0,0,0,0,0,0,0
329,trend.ReebokXsize3_freq,1326.391551,787.2062118,778.2302125,0.000431066,0.00063406,0.000553336,0.000690722,0,0,0,0,0,0,0,0
330,brand.groupXsize4_freq,895.8462066,786.8857721,717.1407897,6.88E-05,4.93E-05,9.58E-05,6.63E-05,0,0,0,0,0,0,0,0
331,trend.JakoXbrand.NBA.team_freq,707.7136109,786.0800882,540.5180406,0.000229215,0.000244614,0.000424205,0.000367172,0,0,0,0,0,0,0,0
332,trend.KangaROOSXbrand.NBA.team_freq,683.8147631,783.8936746,784.1784882,0.0001295,0.00016511,0.000214741,0.00024644,0,0,0,0,0,0,0,0
333,brand.nationXsize2_freq,913.0179663,782.9077943,669.2557426,0.000698209,0.000554946,0.000522555,0.000734905,0,0,0,0,0,0,0,0
334,trend.adidasXbrand.group_freq,818.4385815,782.2541909,752.9036603,5.98E-05,8.25E-05,6.84E-05,6.65E-05,0,0,0,0,0,0,0,0
335,brand.other.playerXsize1_freq,827.8396873,782.0264776,689.7028908,8.31E-06,7.44E-06,1.42E-05,6.53E-06,0,0,0,0,0,0,0,0
336,trend.ReebokXcategory_freq,990.6544261,781.1527261,827.7686806,0.000492898,0.000546497,0.00056191,0.00046593,0,0,0,0,0,0,0,0
337,color.richXsize2_freq,742.0979592,781.0107988,595.1875462,0.000365131,0.000319374,0.000371082,0.000404078,0,0,0,0,0,0,0,0
338,trend.ReebokXbrand.popularity_freq,961.120397,780.8012331,759.0859556,9.14E-05,8.27E-05,0.00010786,7.23E-05,0,0,0,0,0,0,0,0
339,trend.ConverseXsize2_freq,1112.722196,780.05618,859.0924671,0.001254272,0.001134891,0.001236418,0.001211885,0,0,0,0,0,1,0,0
340,trend.JordanXbrand.popularity_freq,1319.113899,779.7529972,900.353083,0.000126747,0.000147977,0.000103526,0.000136704,0,0,0,0,0,0,0,0
341,trend.ConverseXsize.body_freq,991.5392079,779.4664166,708.9808119,0.00085607,0.000757891,0.000996507,0.000919,0,0,0,0,0,0,0,0
342,trend.Under.ArmourXcolor.rich_freq,826.798241,775.3208395,743.9490145,0.0002297,0.000333113,0.000346867,0.000312475,0,0,0,0,0,0,0,0
343,trend.amazonXbrand.nation_freq,929.419731,774.1130478,750.7482198,0.00063946,0.000663051,0.000708076,0.000690272,0,0,0,0,0,0,0,0
344,colorXbrand.nation_freq,840.5701195,773.8727179,733.6225396,0.000699476,0.000719662,0.00058272,0.00058487,0,0,0,0,0,0,0,0
345,trend.ReebokXmainCategory_freq,845.9417406,771.8011328,738.8319647,0.000310302,0.000439574,0.000299264,0.000311362,0,0,0,0,0,0,0,0
346,trend.KangaROOSXbrand.popularity_freq,908.1097777,771.6129914,711.6896348,0.000182837,0.00023961,0.000239519,0.000188187,0,0,0,0,0,0,0,0
347,color.richXsize4_freq,817.4127034,770.260652,751.8918721,0.000517242,0.000406924,0.000281163,0.00045719,0,0,0,0,0,0,0,0
348,colorXrelmonthweek_freq,786.2632879,769.1329299,889.9897696,0.000136434,7.74E-05,0.000153717,0.000158625,0,0,0,0,0,0,0,0
349,trend.11teamsporting43Xbrand.NBA.player_freq,712.2624927,768.2979785,535.8200895,4.08E-06,1.69E-06,2.73E-06,6.57E-06,0,0,0,0,0,0,0,0
350,trend.adidasXmainCategory_freq,970.025852,766.2331509,878.7454464,0.00028792,0.000352201,0.000422348,0.000371171,0,0,0,0,0,0,0,0
351,trend.bontonXbrand.popularity_freq,892.6164843,765.0246967,771.4535813,0.000120371,0.000190148,0.000125979,0.000124166,0,0,0,0,0,0,0,0
352,trend.adidasXbrand_freq,767.4195122,763.9574001,716.6600006,0.000618149,0.00060947,0.000694433,0.000617782,0,0,0,0,0,0,0,0
353,trend.amazonXsize.child.cloth_freq,978.7115708,762.3653602,634.3988903,0.000374895,0.000376962,0.000494556,0.000459283,0,0,0,0,0,0,0,0
354,trend.NikeXbrand_freq,912.1193218,762.00889,720.7187784,0.000592664,0.000590227,0.000688129,0.000572139,0,0,0,0,0,0,0,0
355,trend.bontonXsize.child.cloth_freq,913.4908071,758.93287,751.7368262,0.000390501,0.000398485,0.000344149,0.000509268,0,0,0,0,0,0,0,0
356,trend.JakoXsize.shape_freq,692.1990227,756.7329844,717.6026961,0.00064996,0.000790261,0.000691093,0.000780197,0,0,0,0,0,0,0,0
357,trend.JakoXsize.body_freq,805.2222712,750.376022,632.8758686,0.000885928,0.001378511,0.001196849,0.001056254,0,0,0,0,0,1,0,0
358,trend.NikeXcolor.rich_freq,864.8629733,750.1317664,811.3101756,0.000390338,0.000402108,0.000470013,0.000697311,0,0,0,0,0,0,0,0
359,trend.PUMAXsize.shape_freq,717.2099594,749.6919176,587.7293816,0.000412358,0.000598893,0.000505506,0.000418969,0,0,0,0,0,0,0,0
360,trend.11teamsporting43XNewRelease_freq,888.0538256,749.6168203,684.7259573,0.00012988,0.000277514,0.000367983,0.000202863,0,0,0,0,0,0,0,0
361,trend.11teamsporting43Xbrand_freq,969.7660812,749.6087659,812.9220103,0.001067193,0.000973146,0.001071498,0.001118553,0,0,0,0,0,1,0,0
362,colorXmainCategory_freq,968.8814064,748.5644171,796.5911445,0.001008733,0.000824821,0.000939707,0.001066307,0,0,0,0,0,0,0,0
363,brand.Football.teamXsize1_freq,709.8405938,747.6112074,594.376987,8.20E-05,0.000135423,5.99E-05,8.20E-05,0,0,0,0,0,0,0,0
364,mainCategoryXsize1_freq,1098.995199,747.5012533,726.9516523,0.001288093,0.001154436,0.001250392,0.001536022,0,0,0,0,0,1,0,0
365,brand.other.teamXsize2_freq,491.509152,746.505259,460.3211774,1.03E-06,8.42E-07,1.60E-06,4.05E-06,0,0,0,0,0,0,0,0
366,trend.ConverseXrelmonthweek_freq,880.5159891,743.6830429,631.3801757,5.96E-05,7.76E-05,7.98E-05,0.000149599,0,0,0,0,0,0,0,0
